EAR,MAR,PERCLOS,BLINKS,YAWNS,Pitch,label
0.259,0.232,0.023,6,0,0.955,0
0.264,0.228,0.023,6,0,0.954,0
0.271,0.208,0.023,6,0,0.955,0
0.258,0.219,0.023,6,0,0.955,0
0.258,0.231,0.023,6,0,0.956,0
0.258,0.231,0.023,6,0,0.956,0
0.25,0.225,0.023,6,0,0.961,0
0.251,0.211,0.023,6,0,0.966,0
0.241,0.23,0.023,6,0,0.965,0
0.256,0.221,0.023,6,0,0.98,0
0.263,0.217,0.023,6,0,0.986,0
0.265,0.21,0.023,6,0,0.984,0
0.304,0.222,0.023,6,0,0.01,0
0.31,0.219,0.023,6,0,0.007,0
0.274,0.231,0.023,6,0,0.014,0
0.26,0.212,0.023,6,0,0.033,0
0.282,0.208,0.023,6,0,0.034,0
0.276,0.215,0.023,6,0,0.036,0
0.294,0.226,0.023,6,0,0.036,0
0.286,0.218,0.023,6,0,0.043,0
0.301,0.225,0.023,6,0,0.042,0
0.29,0.234,0.023,6,0,0.047,0
0.294,0.233,0.023,6,0,0.048,0
0.321,0.226,0.023,6,0,0.048,0
0.308,0.219,0.023,6,0,0.044,0
0.308,0.216,0.023,6,0,0.044,0
0.3,0.218,0.023,6,0,0.038,0
0.289,0.229,0.023,6,0,0.022,0
0.287,0.225,0.023,6,0,0.028,0
0.29,0.229,0.023,6,0,0.022,0
0.306,0.227,0.023,6,0,0.012,0
0.301,0.219,0.023,6,0,0.013,0
0.299,0.232,0.023,6,0,0.014,0
0.233,0.211,0.023,6,0,0.006,0
0.246,0.214,0.023,6,0,1.0,0
0.248,0.214,0.023,6,0,0.999,0
0.234,0.219,0.023,6,0,0.992,0
0.22,0.225,0.023,6,0,0.988,0
0.275,0.211,0.023,6,0,0.978,0
0.249,0.216,0.023,6,0,0.979,0
0.26,0.215,0.023,6,0,0.98,0
0.261,0.226,0.023,6,0,0.979,0
0.269,0.199,0.023,6,0,0.968,0
0.263,0.215,0.023,6,0,0.97,0
0.26,0.206,0.023,6,0,0.967,0
0.29,0.209,0.023,6,0,0.965,0
0.285,0.211,0.023,6,0,0.962,0
0.287,0.213,0.023,6,0,0.964,0
0.274,0.188,0.023,6,0,0.964,0
0.277,0.18,0.023,6,0,0.965,0
0.27,0.213,0.023,6,0,0.965,0
0.268,0.206,0.023,6,0,0.968,0
0.28,0.208,0.023,6,0,0.967,0
0.279,0.206,0.023,6,0,0.967,0
0.271,0.216,0.023,6,0,0.971,0
0.267,0.21,0.023,6,0,0.97,0
0.26,0.223,0.023,6,0,0.97,0
0.251,0.197,0.023,6,0,0.976,0
0.267,0.204,0.023,6,0,0.981,0
0.262,0.208,0.023,6,0,0.98,0
0.279,0.236,0.023,6,0,0.989,0
0.271,0.214,0.023,6,0,0.987,0
0.273,0.214,0.023,6,0,0.0,0
0.27,0.205,0.023,6,0,0.999,0
0.273,0.213,0.023,6,0,0.999,0
0.277,0.213,0.023,6,0,0.999,0
0.177,0.221,0.023,7,0,0.01,0
0.172,0.213,0.024,7,0,0.006,0
0.174,0.211,0.024,7,0,0.006,0
0.267,0.228,0.025,7,0,0.004,0
0.254,0.233,0.025,7,0,0.012,0
0.258,0.239,0.025,7,0,0.011,0
0.239,0.232,0.025,7,0,0.01,0
0.254,0.229,0.025,7,0,0.008,0
0.154,0.211,0.025,8,0,0.004,0
0.166,0.216,0.025,8,0,0.008,0
0.163,0.216,0.026,8,0,0.001,0
0.213,0.218,0.027,8,0,0.999,0
0.209,0.228,0.027,8,0,0.998,0
0.205,0.222,0.027,8,0,0.002,0
0.215,0.219,0.027,8,0,0.999,0
0.223,0.218,0.027,8,0,0.003,0
0.217,0.218,0.027,8,0,0.994,0
0.219,0.218,0.027,8,0,0.998,0
0.228,0.204,0.027,8,0,0.986,0
0.241,0.208,0.027,8,0,0.984,0
0.234,0.224,0.027,8,0,0.972,0
0.22,0.223,0.027,8,0,0.976,0
0.222,0.224,0.027,8,0,0.974,0
0.184,0.233,0.027,8,0,0.96,0
0.175,0.229,0.027,9,0,0.961,0
0.177,0.232,0.027,9,0,0.962,0
0.179,0.232,0.027,9,0,0.962,0
0.239,0.231,0.028,9,0,0.962,0
0.233,0.228,0.028,9,0,0.964,0
0.221,0.246,0.028,9,0,0.963,0
0.162,0.236,0.028,10,0,0.96,0
0.182,0.242,0.028,10,0,0.962,0
0.195,0.233,0.029,10,0,0.957,0
0.183,0.232,0.03,10,0,0.958,0
0.179,0.228,0.03,10,0,0.958,0
0.196,0.225,0.031,10,0,0.952,0
0.186,0.225,0.032,10,0,0.955,0
0.205,0.218,0.032,10,0,0.956,0
0.188,0.221,0.032,10,0,0.957,0
0.224,0.21,0.032,10,0,0.957,0
0.234,0.225,0.032,10,0,0.96,0
0.241,0.24,0.032,10,0,0.959,0
0.247,0.226,0.032,10,0,0.963,0
0.252,0.214,0.032,10,0,0.965,0
0.261,0.265,0.032,10,0,0.965,0
0.283,0.24,0.032,10,0,0.973,0
0.273,0.237,0.032,10,0,0.972,0
0.275,0.225,0.032,10,0,0.987,0
0.255,0.227,0.032,10,0,0.986,0
0.26,0.215,0.032,10,0,0.989,0
0.26,0.217,0.032,10,0,0.989,0
0.241,0.222,0.032,10,0,0.999,0
0.23,0.218,0.032,10,0,0.012,0
0.235,0.218,0.032,10,0,0.013,0
0.242,0.232,0.032,10,0,0.019,0
0.253,0.219,0.032,10,0,0.014,0
0.258,0.244,0.032,10,0,0.02,0
0.264,0.244,0.032,10,0,0.019,0
0.262,0.244,0.032,10,0,0.018,0
0.265,0.218,0.032,10,0,0.016,0
0.253,0.233,0.032,10,0,0.004,0
0.25,0.225,0.032,10,0,0.017,0
0.247,0.229,0.032,10,0,0.005,0
0.242,0.213,0.032,10,0,0.004,0
0.249,0.222,0.032,10,0,0.001,0
0.245,0.222,0.032,10,0,0.002,0
0.265,0.208,0.032,10,0,0.988,0
0.279,0.214,0.032,10,0,0.985,0
0.251,0.211,0.032,10,0,0.977,0
0.255,0.218,0.032,10,0,0.972,0
0.253,0.214,0.032,10,0,0.973,0
0.237,0.203,0.032,10,0,0.963,0
0.229,0.215,0.032,10,0,0.961,0
0.241,0.208,0.032,10,0,0.961,0
0.23,0.215,0.032,10,0,0.96,0
0.178,0.218,0.032,11,0,0.958,0
0.161,0.201,0.032,11,0,0.957,0
0.163,0.201,0.033,11,0,0.957,0
0.191,0.219,0.034,11,0,0.958,0
0.198,0.222,0.034,11,0,0.958,0
0.217,0.222,0.035,11,0,0.96,0
0.214,0.214,0.035,11,0,0.96,0
0.211,0.214,0.035,11,0,0.96,0
0.223,0.214,0.035,11,0,0.958,0
0.226,0.204,0.035,11,0,0.962,0
0.218,0.222,0.035,11,0,0.961,0
0.218,0.208,0.035,11,0,0.961,0
0.23,0.207,0.035,11,0,0.969,0
0.226,0.212,0.035,11,0,0.973,0
0.22,0.211,0.035,11,0,0.972,0
0.244,0.217,0.035,11,0,0.976,0
0.235,0.239,0.035,11,0,0.984,0
0.244,0.221,0.035,11,0,0.996,0
0.245,0.211,0.035,11,0,0.994,0
0.237,0.219,0.035,11,0,0.994,0
0.242,0.236,0.034,10,0,0.999,0
0.246,0.222,0.034,10,0,0.012,0
0.246,0.232,0.034,10,0,0.002,0
0.244,0.236,0.033,10,0,0.999,0
0.252,0.228,0.032,10,0,0.016,0
0.261,0.225,0.032,10,0,0.014,0
0.251,0.221,0.032,10,0,0.017,0
0.214,0.232,0.031,10,0,0.014,0
0.2,0.221,0.031,10,0,0.015,0
0.226,0.239,0.031,10,0,0.999,0
0.217,0.239,0.031,10,0,0.995,0
0.225,0.233,0.031,10,0,0.995,0
0.202,0.218,0.031,10,0,0.991,0
0.229,0.231,0.031,10,0,0.991,0
0.219,0.225,0.031,10,0,0.992,0
0.219,0.225,0.031,10,0,0.992,0
0.227,0.225,0.031,10,0,0.994,0
0.225,0.218,0.031,10,0,0.991,0
0.22,0.221,0.031,10,0,0.989,0
0.167,0.201,0.031,11,0,0.988,0
0.162,0.208,0.032,11,0,0.985,0
0.104,0.209,0.032,10,0,0.987,0
0.137,0.218,0.032,10,0,0.988,0
0.134,0.221,0.032,10,0,0.985,0
0.181,0.225,0.033,10,0,0.984,0
0.193,0.229,0.034,10,0,0.979,0
0.187,0.228,0.034,10,0,0.98,0
0.187,0.229,0.034,10,0,0.979,0
0.198,0.233,0.035,10,0,0.975,0
0.203,0.243,0.035,10,0,0.973,0
0.2,0.25,0.035,10,0,0.971,0
0.21,0.396,0.035,10,0,0.973,0
0.216,0.375,0.035,10,0,0.973,0
0.241,0.558,0.035,10,0,0.969,0
0.243,0.568,0.035,10,0,0.968,0
0.237,0.555,0.035,10,0,0.969,0
0.236,0.597,0.035,10,0,0.972,0
0.23,0.565,0.035,10,0,0.968,0
0.244,0.568,0.035,10,0,0.968,0
0.244,0.571,0.035,10,0,0.968,0
0.241,0.579,0.035,10,0,0.97,0
0.239,0.571,0.035,10,0,0.968,0
0.237,0.584,0.035,10,0,0.968,0
0.236,0.606,0.035,10,0,0.969,0
0.236,0.596,0.035,10,0,0.97,0
0.24,0.59,0.035,10,0,0.972,0
0.242,0.576,0.035,10,0,0.971,0
0.234,0.582,0.035,10,0,0.971,0
0.238,0.577,0.035,10,0,0.974,0
0.229,0.59,0.035,10,0,0.973,0
0.229,0.572,0.035,10,0,0.973,0
0.229,0.572,0.035,10,0,0.972,0
0.235,0.562,0.035,10,0,0.974,0
0.226,0.571,0.035,10,0,0.974,0
0.237,0.553,0.035,10,0,0.975,0
0.238,0.538,0.035,10,0,0.975,0
0.24,0.535,0.035,10,0,0.975,0
0.231,0.413,0.035,10,0,0.977,0
0.223,0.424,0.035,10,0,0.973,0
0.22,0.417,0.035,10,0,0.974,0
0.233,0.383,0.035,10,0,0.974,0
0.223,0.377,0.035,10,0,0.975,0
0.216,0.357,0.035,10,0,0.974,0
0.233,0.363,0.035,10,0,0.973,0
0.23,0.367,0.035,10,0,0.973,0
0.234,0.369,0.035,10,0,0.971,0
0.234,0.369,0.035,10,0,0.971,0
0.22,0.352,0.035,10,0,0.972,0
0.234,0.354,0.035,10,0,0.97,0
0.23,0.335,0.035,10,0,0.968,0
0.226,0.331,0.035,10,0,0.97,0
0.226,0.331,0.035,10,0,0.969,0
0.237,0.289,0.035,10,0,0.967,0
0.224,0.29,0.035,10,0,0.968,0
0.224,0.279,0.035,10,0,0.968,0
0.224,0.291,0.035,10,0,0.969,0
0.226,0.286,0.035,10,0,0.969,0
0.226,0.29,0.035,10,0,0.969,0
0.226,0.283,0.035,10,0,0.969,0
0.241,0.287,0.035,10,0,0.969,0
0.237,0.279,0.035,10,0,0.969,0
0.225,0.411,0.035,10,0,0.967,0
0.214,0.389,0.035,10,0,0.971,0
0.214,0.386,0.035,10,0,0.972,0
0.213,0.585,0.035,10,0,0.973,0
0.226,0.625,0.035,10,0,0.974,0
0.216,0.602,0.035,10,0,0.973,0
0.223,0.662,0.035,10,0,0.97,0
0.208,0.688,0.035,10,0,0.968,0
0.228,0.679,0.035,10,0,0.97,0
0.214,0.688,0.035,10,0,0.97,0
0.223,0.688,0.035,10,0,0.973,0
0.218,0.686,0.035,10,0,0.97,0
0.217,0.716,0.035,10,0,0.971,0
0.206,0.703,0.035,10,0,0.968,0
0.212,0.707,0.035,10,0,0.97,0
0.217,0.67,0.035,10,0,0.971,0
0.221,0.668,0.035,10,0,0.969,0
0.217,0.672,0.035,10,0,0.969,0
0.217,0.67,0.035,10,0,0.97,0
0.215,0.671,0.035,10,0,0.972,0
0.214,0.681,0.035,10,0,0.971,0
0.217,0.681,0.035,10,0,0.97,0
0.224,0.66,0.035,10,0,0.97,0
0.216,0.669,0.035,10,0,0.973,0
0.22,0.657,0.035,10,0,0.971,0
0.221,0.671,0.035,10,0,0.971,0
0.213,0.662,0.035,10,0,0.971,0
0.214,0.667,0.035,10,0,0.971,0
0.22,0.653,0.035,10,0,0.97,0
0.223,0.665,0.035,10,0,0.971,0
0.226,0.653,0.035,10,0,0.967,0
0.203,0.642,0.035,10,0,0.969,0
0.21,0.651,0.035,10,0,0.968,0
0.216,0.642,0.035,10,0,0.968,0
0.231,0.642,0.035,10,0,0.97,0
0.228,0.642,0.035,10,0,0.971,0
0.227,0.66,0.035,10,0,0.972,0
0.234,0.67,0.035,10,0,0.973,0
0.226,0.676,0.035,10,0,0.972,0
0.22,0.676,0.035,10,0,0.971,0
0.216,0.668,0.035,10,0,0.971,0
0.216,0.668,0.035,10,0,0.971,0
0.221,0.655,0.035,10,0,0.97,0
0.232,0.657,0.035,10,0,0.97,0
0.229,0.656,0.035,10,0,0.968,0
0.226,0.656,0.035,10,0,0.968,0
0.217,0.625,0.035,10,0,0.97,0
0.206,0.622,0.035,10,0,0.973,0
0.223,0.631,0.035,10,0,0.97,0
0.224,0.631,0.035,10,0,0.971,0
0.224,0.633,0.035,10,0,0.97,0
0.228,0.636,0.035,10,0,0.971,0
0.228,0.623,0.035,10,0,0.972,0
0.228,0.616,0.035,10,0,0.971,0
0.228,0.635,0.035,10,0,0.969,0
0.227,0.635,0.035,10,0,0.972,0
0.229,0.635,0.035,10,0,0.969,0
0.222,0.633,0.035,10,0,0.972,0
0.227,0.619,0.035,10,0,0.971,0
0.212,0.62,0.035,10,0,0.969,0
0.223,0.662,0.035,10,0,0.974,0
0.23,0.664,0.035,10,0,0.974,0
0.227,0.638,0.035,10,0,0.971,0
0.223,0.653,0.035,10,0,0.972,0
0.235,0.663,0.035,10,0,0.97,0
0.213,0.664,0.035,10,1,0.972,1
0.245,0.655,0.035,10,1,0.973,1
0.228,0.655,0.035,10,1,0.971,1
0.244,0.639,0.035,10,1,0.971,1
0.242,0.655,0.035,10,1,0.971,1
0.231,0.635,0.035,10,1,0.971,1
0.217,0.627,0.035,10,1,0.971,1
0.216,0.611,0.035,10,1,0.968,1
0.21,0.589,0.035,10,0,0.971,0
0.21,0.589,0.035,10,0,0.971,0
0.21,0.568,0.035,10,0,0.97,0
0.225,0.575,0.035,10,0,0.973,0
0.222,0.575,0.035,10,0,0.973,0
0.237,0.482,0.035,10,0,0.97,0
0.216,0.48,0.035,10,0,0.974,0
0.223,0.481,0.035,10,0,0.976,0
0.226,0.48,0.035,10,0,0.976,0
0.237,0.368,0.035,10,0,0.973,0
0.207,0.375,0.035,10,0,0.967,0
0.214,0.331,0.035,10,0,0.967,0
0.223,0.326,0.035,10,0,0.965,0
0.223,0.333,0.035,10,0,0.964,0
0.237,0.288,0.035,10,0,0.964,0
0.221,0.258,0.035,10,0,0.962,0
0.227,0.258,0.035,10,0,0.962,0
0.244,0.325,0.035,10,0,0.966,0
0.247,0.324,0.035,10,0,0.966,0
0.24,0.324,0.035,10,0,0.966,0
0.243,0.324,0.035,10,0,0.966,0
0.244,0.293,0.035,10,0,0.968,0
0.247,0.289,0.035,10,0,0.969,0
0.238,0.281,0.035,10,0,0.967,0
0.252,0.287,0.035,10,0,0.966,0
0.252,0.285,0.035,10,0,0.966,0
0.237,0.266,0.035,10,0,0.964,0
0.237,0.265,0.035,10,0,0.966,0
0.241,0.262,0.035,10,0,0.967,0
0.251,0.313,0.035,10,0,0.969,0
0.255,0.293,0.035,10,0,0.967,0
0.244,0.289,0.035,10,0,0.966,0
0.248,0.289,0.035,10,0,0.967,0
0.231,0.27,0.035,10,0,0.965,0
0.231,0.27,0.035,10,0,0.964,0
0.234,0.296,0.035,10,0,0.966,0
0.238,0.284,0.035,10,0,0.966,0
0.237,0.296,0.035,10,0,0.966,0
0.23,0.245,0.035,10,0,0.963,0
0.23,0.246,0.035,10,0,0.964,0
0.23,0.246,0.035,10,0,0.964,0
0.235,0.275,0.035,10,0,0.964,0
0.239,0.282,0.035,10,0,0.964,0
0.238,0.299,0.035,10,0,0.966,0
0.237,0.282,0.035,10,0,0.966,0
0.234,0.263,0.035,10,0,0.964,0
0.228,0.261,0.035,10,0,0.966,0
0.238,0.289,0.035,10,0,0.966,0
0.235,0.287,0.035,10,0,0.963,0
0.241,0.273,0.035,10,0,0.967,0
0.227,0.261,0.035,10,0,0.965,0
0.228,0.253,0.035,10,0,0.965,0
0.224,0.253,0.035,10,0,0.966,0
0.224,0.261,0.035,10,0,0.965,0
0.207,0.275,0.035,10,0,0.964,0
0.209,0.267,0.035,10,0,0.964,0
0.209,0.267,0.035,10,0,0.964,0
0.226,0.274,0.035,10,0,0.964,0
0.226,0.274,0.035,10,0,0.966,0
0.224,0.289,0.035,10,0,0.964,0
0.214,0.288,0.035,10,0,0.964,0
0.221,0.281,0.035,10,0,0.964,0
0.237,0.295,0.035,10,0,0.963,0
0.231,0.281,0.035,10,0,0.965,0
0.221,0.289,0.035,10,0,0.965,0
0.221,0.296,0.035,10,0,0.962,0
0.23,0.295,0.035,10,0,0.964,0
0.227,0.296,0.035,10,0,0.964,0
0.221,0.292,0.035,10,0,0.964,0
0.224,0.292,0.035,10,0,0.965,0
0.227,0.29,0.035,10,0,0.967,0
0.233,0.303,0.035,10,0,0.965,0
0.23,0.305,0.035,10,0,0.963,0
0.237,0.307,0.035,10,0,0.965,0
0.234,0.285,0.035,10,0,0.964,0
0.231,0.29,0.035,10,0,0.964,0
0.238,0.295,0.035,10,0,0.965,0
0.223,0.275,0.035,10,0,0.965,0
0.225,0.282,0.035,10,0,0.965,0
0.224,0.274,0.035,10,0,0.965,0
0.221,0.282,0.035,10,0,0.965,0
0.223,0.291,0.035,10,0,0.963,0
0.219,0.305,0.035,10,0,0.965,0
0.228,0.29,0.035,10,0,0.964,0
0.223,0.283,0.035,10,0,0.964,0
0.223,0.289,0.035,10,0,0.964,0
0.223,0.292,0.035,10,0,0.964,0
0.227,0.292,0.035,10,0,0.965,0
0.217,0.292,0.035,10,0,0.966,0
0.24,0.288,0.035,10,0,0.967,0
0.24,0.288,0.035,10,0,0.967,0
0.24,0.288,0.035,10,0,0.965,0
0.24,0.288,0.035,10,0,0.965,0
0.217,0.278,0.035,10,0,0.964,0
0.217,0.28,0.035,10,0,0.964,0
0.217,0.241,0.035,10,0,0.965,0
0.217,0.242,0.035,10,0,0.965,0
0.217,0.242,0.035,10,0,0.965,0
0.223,0.271,0.035,10,0,0.963,0
0.223,0.287,0.035,10,0,0.966,0
0.23,0.275,0.035,10,0,0.967,0
0.219,0.275,0.035,10,0,0.965,0
0.219,0.271,0.035,10,0,0.966,0
0.219,0.273,0.035,10,0,0.965,0
0.217,0.289,0.035,10,0,0.964,0
0.223,0.293,0.035,10,0,0.966,0
0.223,0.286,0.035,10,0,0.964,0
0.241,0.291,0.035,10,0,0.965,0
0.221,0.296,0.035,10,0,0.961,0
0.238,0.279,0.035,10,0,0.965,0
0.217,0.291,0.035,10,0,0.963,0
0.224,0.295,0.035,10,0,0.965,0
0.224,0.296,0.035,10,0,0.965,0
0.227,0.278,0.035,10,0,0.965,0
0.225,0.264,0.035,10,0,0.965,0
0.227,0.264,0.035,10,0,0.965,0
0.234,0.282,0.035,10,0,0.965,0
0.241,0.275,0.035,10,0,0.966,0
0.241,0.275,0.035,10,0,0.967,0
0.221,0.308,0.035,10,0,0.965,0
0.231,0.301,0.035,10,0,0.965,0
0.231,0.305,0.035,10,0,0.965,0
0.231,0.262,0.035,10,0,0.966,0
0.231,0.263,0.035,10,0,0.965,0
0.224,0.263,0.035,10,0,0.966,0
0.21,0.273,0.035,10,0,0.961,0
0.21,0.278,0.035,10,0,0.963,0
0.217,0.273,0.035,10,0,0.962,0
0.224,0.304,0.035,10,0,0.965,0
0.223,0.295,0.035,10,0,0.965,0
0.223,0.297,0.035,10,0,0.963,0
0.205,0.288,0.035,10,0,0.964,0
0.206,0.306,0.035,10,0,0.963,0
0.206,0.306,0.035,10,0,0.961,0
0.215,0.296,0.035,10,0,0.963,0
0.206,0.284,0.035,10,0,0.964,0
0.213,0.281,0.035,10,0,0.964,0
0.211,0.29,0.035,10,0,0.964,0
0.214,0.279,0.035,10,0,0.964,0
0.213,0.285,0.035,10,0,0.964,0
0.224,0.282,0.035,10,0,0.965,0
0.237,0.303,0.035,10,0,0.963,0
0.227,0.289,0.035,10,0,0.963,0
0.224,0.306,0.035,10,0,0.965,0
0.224,0.292,0.035,10,0,0.965,0
0.224,0.299,0.035,10,0,0.966,0
0.234,0.335,0.035,10,0,0.965,0
0.241,0.335,0.035,10,0,0.964,0
0.241,0.341,0.035,10,0,0.964,0
0.224,0.358,0.035,10,0,0.965,0
0.224,0.349,0.035,10,0,0.966,0
0.216,0.349,0.035,10,0,0.966,0
0.216,0.355,0.035,10,0,0.966,0
0.221,0.368,0.035,10,0,0.967,0
0.234,0.359,0.035,10,0,0.968,0
0.23,0.339,0.035,10,0,0.97,0
0.23,0.349,0.035,10,0,0.967,0
0.231,0.347,0.035,10,0,0.97,0
0.219,0.368,0.035,10,0,0.968,0
0.223,0.363,0.035,10,0,0.968,0
0.226,0.357,0.035,10,0,0.967,0
0.22,0.349,0.035,10,0,0.967,0
0.206,0.369,0.035,10,0,0.967,0
0.226,0.375,0.035,10,0,0.969,0
0.22,0.364,0.035,10,0,0.965,0
0.211,0.363,0.035,10,0,0.966,0
0.211,0.363,0.035,10,0,0.965,0
0.223,0.365,0.035,10,0,0.968,0
0.223,0.358,0.035,10,0,0.968,0
0.223,0.365,0.035,10,0,0.968,0
0.218,0.365,0.035,10,0,0.966,0
0.225,0.365,0.035,10,0,0.967,0
0.233,0.38,0.035,10,0,0.966,0
0.23,0.337,0.035,10,0,0.97,0
0.237,0.331,0.035,10,0,0.97,0
0.238,0.327,0.035,10,0,0.97,0
0.223,0.218,0.035,10,0,0.965,0
0.221,0.222,0.035,10,0,0.966,0
0.224,0.215,0.035,10,0,0.968,0
0.221,0.229,0.035,10,0,0.967,0
0.217,0.232,0.035,10,0,0.968,0
0.211,0.232,0.035,10,0,0.967,0
0.23,0.348,0.035,10,0,0.97,0
0.234,0.375,0.035,10,0,0.974,0
0.227,0.37,0.035,10,0,0.975,0
0.231,0.376,0.035,10,0,0.972,0
0.227,0.362,0.035,10,0,0.973,0
0.231,0.362,0.035,10,0,0.973,0
0.231,0.373,0.035,10,0,0.973,0
0.234,0.376,0.035,10,0,0.974,0
0.228,0.369,0.035,10,0,0.973,0
0.23,0.335,0.035,10,0,0.972,0
0.234,0.344,0.035,10,0,0.972,0
0.231,0.349,0.035,10,0,0.974,0
0.249,0.337,0.035,10,0,0.971,0
0.223,0.348,0.035,10,0,0.972,0
0.227,0.346,0.035,10,0,0.972,0
0.22,0.34,0.035,10,0,0.967,0
0.217,0.343,0.035,10,0,0.969,0
0.224,0.331,0.035,10,0,0.969,0
0.214,0.327,0.035,10,0,0.969,0
0.237,0.342,0.035,10,0,0.969,0
0.224,0.335,0.035,10,0,0.97,0
0.21,0.231,0.035,10,0,0.973,0
0.211,0.235,0.035,10,0,0.97,0
0.213,0.231,0.035,10,0,0.974,0
0.215,0.203,0.035,10,0,0.972,0
0.221,0.211,0.035,10,0,0.973,0
0.221,0.211,0.035,10,0,0.973,0
0.217,0.326,0.035,10,0,0.982,0
0.204,0.338,0.035,10,0,0.978,0
0.213,0.344,0.035,10,0,0.979,0
0.227,0.313,0.035,10,0,0.978,0
0.217,0.271,0.035,10,0,0.977,0
0.224,0.282,0.035,10,0,0.977,0
0.227,0.322,0.035,10,0,0.975,0
0.224,0.33,0.035,10,0,0.974,0
0.227,0.322,0.035,10,0,0.974,0
0.218,0.303,0.035,10,0,0.971,0
0.23,0.303,0.035,10,0,0.97,0
0.217,0.302,0.035,10,0,0.967,0
0.22,0.228,0.035,10,0,0.965,0
0.234,0.225,0.035,10,0,0.966,0
0.221,0.225,0.035,10,0,0.965,0
0.221,0.209,0.035,10,0,0.964,0
0.226,0.207,0.035,10,0,0.965,0
0.218,0.209,0.035,10,0,0.964,0
0.207,0.217,0.035,10,0,0.966,0
0.207,0.21,0.035,10,0,0.966,0
0.207,0.209,0.035,10,0,0.966,0
0.207,0.195,0.035,10,0,0.967,0
0.214,0.195,0.035,10,0,0.967,0
0.211,0.195,0.035,10,0,0.966,0
0.221,0.212,0.035,10,0,0.965,0
0.229,0.208,0.035,10,0,0.965,0
0.221,0.205,0.035,10,0,0.965,0
0.221,0.201,0.035,10,0,0.963,0
0.214,0.208,0.035,10,0,0.966,0
0.214,0.202,0.035,10,0,0.964,0
0.236,0.208,0.035,10,0,0.967,0
0.214,0.214,0.035,10,0,0.967,0
0.228,0.216,0.035,10,0,0.967,0
0.221,0.205,0.035,10,0,0.965,0
0.221,0.205,0.035,10,0,0.965,0
0.228,0.205,0.035,10,0,0.966,0
0.221,0.214,0.035,10,0,0.965,0
0.225,0.208,0.035,10,0,0.966,0
0.225,0.208,0.035,10,0,0.965,0
0.222,0.215,0.035,10,0,0.964,0
0.217,0.219,0.035,10,0,0.968,0
0.218,0.219,0.035,10,0,0.966,0
0.217,0.219,0.035,10,0,0.966,0
0.21,0.216,0.035,10,0,0.967,0
0.224,0.219,0.035,10,0,0.968,0
0.213,0.216,0.035,10,0,0.97,0
0.207,0.208,0.035,10,0,0.971,0
0.203,0.212,0.035,10,0,0.969,0
0.213,0.205,0.035,10,0,0.966,0
0.217,0.204,0.035,10,0,0.967,0
0.218,0.216,0.035,10,0,0.967,0
0.221,0.242,0.035,10,0,0.97,0
0.208,0.266,0.035,10,0,0.97,0
0.211,0.249,0.035,10,0,0.968,0
0.207,0.442,0.035,10,0,0.973,0
0.22,0.452,0.035,10,0,0.974,0
0.22,0.431,0.035,9,0,0.975,0
0.191,0.384,0.033,9,0,0.978,0
0.192,0.396,0.033,9,0,0.975,0
0.193,0.396,0.033,9,0,0.975,0
0.2,0.384,0.033,9,0,0.973,0
0.204,0.372,0.033,9,0,0.973,0
0.207,0.372,0.033,9,0,0.973,0
0.214,0.337,0.033,9,0,0.973,0
0.22,0.343,0.033,9,0,0.972,0
0.211,0.343,0.033,9,0,0.973,0
0.211,0.284,0.033,9,0,0.972,0
0.204,0.271,0.033,9,0,0.97,0
0.204,0.271,0.033,9,0,0.97,0
0.213,0.229,0.033,9,0,0.975,0
0.215,0.231,0.033,9,0,0.975,0
0.208,0.235,0.033,9,0,0.975,0
0.207,0.213,0.033,9,0,0.973,0
0.207,0.21,0.033,9,0,0.972,0
0.207,0.21,0.033,9,0,0.972,0
0.234,0.35,0.033,9,0,0.977,0
0.231,0.355,0.033,9,0,0.975,0
0.234,0.355,0.033,9,0,0.975,0
0.211,0.289,0.033,9,0,0.975,0
0.201,0.261,0.033,9,0,0.973,0
0.214,0.276,0.033,9,0,0.974,0
0.208,0.229,0.033,9,0,0.974,0
0.208,0.222,0.033,9,0,0.975,0
0.215,0.222,0.033,9,0,0.975,0
0.218,0.343,0.033,9,0,0.974,0
0.204,0.373,0.033,9,0,0.976,0
0.217,0.373,0.033,9,0,0.976,0
0.204,0.373,0.033,9,0,0.975,0
0.22,0.373,0.033,9,0,0.974,0
0.224,0.368,0.033,9,0,0.974,0
0.214,0.365,0.033,9,0,0.972,0
0.214,0.368,0.033,9,0,0.972,0
0.214,0.37,0.033,9,0,0.973,0
0.214,0.258,0.033,9,0,0.972,0
0.207,0.235,0.033,9,0,0.97,0
0.214,0.235,0.033,9,0,0.971,0
0.207,0.218,0.033,9,0,0.971,0
0.211,0.239,0.033,9,0,0.972,0
0.2,0.227,0.033,9,0,0.972,0
0.21,0.383,0.033,9,0,0.975,0
0.204,0.378,0.033,9,0,0.977,0
0.206,0.388,0.033,9,0,0.975,0
0.204,0.368,0.033,9,0,0.974,0
0.202,0.368,0.033,9,0,0.973,0
0.201,0.365,0.033,9,0,0.973,0
0.203,0.365,0.033,9,0,0.972,0
0.187,0.349,0.033,9,0,0.969,0
0.19,0.35,0.033,9,0,0.969,0
0.192,0.351,0.033,9,0,0.973,0
0.192,0.35,0.033,9,0,0.974,0
