EAR,MAR,PERCLOS,BLINKS,YAWNS,Pitch,label
0.251,0.232,0.026,6,0,0.983,0
0.24,0.24,0.026,6,0,0.982,0
0.232,0.252,0.026,6,0,0.981,0
0.231,0.248,0.026,6,0,0.98,0
0.242,0.243,0.026,6,0,0.981,0
0.231,0.236,0.026,6,0,0.983,0
0.245,0.251,0.026,6,0,0.98,0
0.251,0.254,0.026,6,0,0.98,0
0.245,0.24,0.026,6,0,0.979,0
0.232,0.228,0.026,6,0,0.982,0
0.241,0.235,0.026,6,0,0.98,0
0.241,0.229,0.026,6,0,0.98,0
0.232,0.225,0.026,6,0,0.981,0
0.238,0.246,0.026,6,0,0.98,0
0.246,0.244,0.026,6,0,0.983,0
0.239,0.239,0.026,6,0,0.98,0
0.236,0.243,0.026,6,0,0.978,0
0.25,0.255,0.026,6,0,0.979,0
0.245,0.255,0.026,6,0,0.977,0
0.247,0.232,0.026,6,0,0.981,0
0.253,0.232,0.026,6,0,0.982,0
0.236,0.248,0.026,6,0,0.98,0
0.252,0.247,0.026,6,0,0.982,0
0.26,0.24,0.026,6,0,0.982,0
0.261,0.239,0.026,6,0,0.981,0
0.246,0.242,0.026,6,0,0.982,0
0.255,0.243,0.026,6,0,0.982,0
0.266,0.243,0.026,6,0,0.982,0
0.247,0.251,0.026,6,0,0.982,0
0.241,0.24,0.026,6,0,0.979,0
0.247,0.234,0.026,6,0,0.978,0
0.233,0.232,0.026,6,0,0.98,0
0.244,0.24,0.026,6,0,0.98,0
0.243,0.236,0.026,6,0,0.983,0
0.236,0.236,0.026,6,0,0.984,0
0.239,0.236,0.026,6,0,0.979,0
0.235,0.228,0.026,6,0,0.979,0
0.241,0.228,0.026,6,0,0.98,0
0.251,0.232,0.026,6,0,0.981,0
0.247,0.24,0.026,6,0,0.98,0
0.248,0.232,0.026,6,0,0.98,0
0.241,0.232,0.026,6,0,0.983,0
0.257,0.226,0.026,6,0,0.983,0
0.245,0.218,0.026,6,0,0.98,0
0.221,0.225,0.026,6,0,0.977,0
0.258,0.248,0.026,6,0,0.981,0
0.254,0.24,0.026,6,0,0.981,0
0.242,0.232,0.026,6,0,0.982,0
0.249,0.232,0.026,6,0,0.978,0
0.249,0.231,0.026,6,0,0.982,0
0.244,0.221,0.026,6,0,0.979,0
0.263,0.236,0.026,6,0,0.979,0
0.259,0.24,0.026,6,0,0.983,0
0.238,0.239,0.026,6,0,0.982,0
0.229,0.239,0.026,6,0,0.982,0
0.237,0.243,0.026,6,0,0.98,0
0.25,0.243,0.026,6,0,0.981,0
0.24,0.226,0.026,6,0,0.981,0
0.264,0.236,0.026,6,0,0.984,0
0.253,0.226,0.026,6,0,0.983,0
0.257,0.229,0.026,6,0,0.982,0
0.257,0.225,0.026,6,0,0.982,0
0.246,0.232,0.026,6,0,0.98,0
0.247,0.232,0.026,6,0,0.98,0
0.242,0.256,0.026,6,0,0.98,0
0.241,0.233,0.026,6,0,0.981,0
0.247,0.228,0.026,6,0,0.98,0
0.259,0.233,0.026,6,0,0.981,0
0.252,0.226,0.026,6,0,0.979,0
0.238,0.244,0.026,6,0,0.979,0
0.241,0.251,0.026,6,0,0.981,0
0.251,0.233,0.026,6,0,0.983,0
0.257,0.242,0.026,6,0,0.978,0
0.25,0.231,0.026,6,0,0.979,0
0.261,0.243,0.026,6,0,0.981,0
0.257,0.239,0.026,6,0,0.982,0
0.248,0.243,0.026,6,0,0.981,0
0.256,0.236,0.026,6,0,0.981,0
0.257,0.221,0.026,6,0,0.979,0
0.251,0.221,0.026,6,0,0.979,0
0.247,0.225,0.026,6,0,0.982,0
0.246,0.232,0.026,6,0,0.983,0
0.242,0.232,0.026,6,0,0.983,0
0.243,0.232,0.026,6,0,0.981,0
0.251,0.236,0.026,6,0,0.982,0
0.265,0.232,0.026,6,0,0.98,0
0.268,0.221,0.026,6,0,0.98,0
0.246,0.239,0.026,6,0,0.983,0
0.252,0.249,0.026,6,0,0.982,0
0.244,0.241,0.026,6,0,0.979,0
0.244,0.254,0.026,6,0,0.978,0
0.24,0.233,0.026,6,0,0.983,0
0.253,0.243,0.026,6,0,0.978,0
0.242,0.228,0.026,6,0,0.979,0
0.251,0.233,0.026,6,0,0.981,0
0.232,0.233,0.026,6,0,0.979,0
0.241,0.244,0.026,6,0,0.981,0
0.24,0.244,0.026,6,0,0.981,0
0.244,0.239,0.026,6,0,0.981,0
0.242,0.25,0.026,6,0,0.981,0
0.237,0.254,0.026,6,0,0.981,0
0.233,0.228,0.026,6,0,0.981,0
0.232,0.225,0.026,6,0,0.981,0
0.234,0.24,0.026,6,0,0.978,0
0.235,0.25,0.026,6,0,0.978,0
0.226,0.247,0.026,6,0,0.98,0
0.231,0.247,0.026,6,0,0.981,0
0.233,0.254,0.026,6,0,0.98,0
0.241,0.25,0.026,6,0,0.979,0
0.246,0.243,0.026,6,0,0.98,0
0.248,0.229,0.026,6,0,0.98,0
0.24,0.228,0.026,6,0,0.979,0
0.238,0.222,0.026,6,0,0.978,0
0.233,0.228,0.026,6,0,0.978,0
0.24,0.248,0.026,6,0,0.984,0
0.237,0.25,0.026,6,0,0.983,0
0.229,0.248,0.026,6,0,0.98,0
0.246,0.228,0.026,6,0,0.979,0
0.249,0.228,0.026,6,0,0.981,0
0.24,0.241,0.026,6,0,0.982,0
0.246,0.244,0.026,6,0,0.981,0
0.25,0.226,0.026,6,0,0.98,0
0.249,0.235,0.026,6,0,0.981,0
0.25,0.233,0.026,6,0,0.978,0
0.23,0.235,0.026,6,0,0.98,0
0.23,0.232,0.026,6,0,0.981,0
0.214,0.232,0.026,6,0,0.98,0
0.234,0.24,0.026,6,0,0.979,0
0.237,0.227,0.026,6,0,0.98,0
0.241,0.236,0.026,6,0,0.98,0
0.222,0.236,0.026,6,0,0.979,0
0.224,0.236,0.026,6,0,0.979,0
0.218,0.243,0.026,6,0,0.978,0
0.207,0.247,0.025,5,0,0.976,0
0.207,0.233,0.025,5,0,0.978,0
0.207,0.233,0.025,5,0,0.977,0
0.239,0.233,0.025,5,0,0.978,0
0.236,0.221,0.025,5,0,0.98,0
0.239,0.232,0.025,5,0,0.981,0
0.249,0.231,0.025,5,0,0.984,0
0.233,0.224,0.025,5,0,0.982,0
0.226,0.233,0.025,5,0,0.982,0
0.234,0.236,0.025,5,0,0.978,0
0.234,0.233,0.025,5,0,0.978,0
0.241,0.236,0.025,5,0,0.979,0
0.241,0.243,0.025,5,0,0.981,0
0.218,0.222,0.025,5,0,0.978,0
0.213,0.222,0.025,5,0,0.979,0
0.232,0.229,0.025,5,0,0.978,0
0.241,0.247,0.025,5,0,0.979,0
0.233,0.228,0.025,5,0,0.98,0
0.231,0.243,0.025,5,0,0.98,0
0.232,0.242,0.025,5,0,0.981,0
0.231,0.232,0.024,4,0,0.981,0
0.231,0.228,0.024,4,0,0.982,0
0.257,0.232,0.024,4,0,0.98,0
0.257,0.242,0.024,4,0,0.979,0
0.238,0.233,0.024,4,0,0.981,0
0.247,0.232,0.024,4,0,0.98,0
0.247,0.243,0.024,3,0,0.982,0
0.248,0.239,0.023,3,0,0.981,0
0.25,0.233,0.023,3,0,0.982,0
0.254,0.224,0.023,3,0,0.983,0
0.226,0.241,0.023,3,0,0.976,0
0.256,0.24,0.023,3,0,0.982,0
0.246,0.238,0.023,3,0,0.979,0
0.242,0.225,0.023,3,0,0.981,0
0.241,0.229,0.023,3,0,0.981,0
0.237,0.239,0.023,3,0,0.978,0
0.233,0.231,0.023,3,0,0.979,0
0.241,0.233,0.023,3,0,0.982,0
0.236,0.232,0.023,3,0,0.98,0
0.237,0.243,0.023,3,0,0.979,0
0.241,0.244,0.023,3,0,0.981,0
0.242,0.24,0.023,3,0,0.981,0
0.24,0.236,0.023,3,0,0.98,0
0.244,0.235,0.023,3,0,0.98,0
0.229,0.244,0.023,3,0,0.98,0
0.228,0.228,0.023,3,0,0.981,0
0.253,0.24,0.023,3,0,0.982,0
0.238,0.244,0.023,3,0,0.98,0
0.236,0.239,0.023,3,0,0.98,0
0.233,0.232,0.023,3,0,0.982,0
0.231,0.225,0.023,3,0,0.981,0
0.242,0.241,0.023,3,0,0.981,0
0.231,0.244,0.023,3,0,0.982,0
0.222,0.241,0.023,3,0,0.981,0
0.224,0.234,0.023,3,0,0.982,0
0.229,0.244,0.023,3,0,0.981,0
0.24,0.233,0.023,3,0,0.978,0
0.232,0.233,0.023,3,0,0.976,0
0.23,0.232,0.023,3,0,0.979,0
0.231,0.232,0.023,3,0,0.981,0
0.241,0.232,0.023,3,0,0.979,0
0.234,0.232,0.023,3,0,0.979,0
0.099,0.256,0.023,4,0,0.971,0
0.095,0.263,0.023,4,0,0.969,0
0.085,0.233,0.023,4,0,0.965,0
0.106,0.241,0.025,4,0,0.972,0
0.097,0.24,0.025,4,0,0.972,0
0.153,0.251,0.026,4,0,0.974,0
0.145,0.248,0.026,4,0,0.971,0
0.158,0.268,0.027,4,0,0.976,0
0.157,0.268,0.027,4,0,0.976,0
0.19,0.232,0.027,4,0,0.975,0
0.189,0.236,0.029,4,0,0.979,0
0.195,0.236,0.029,4,0,0.98,0
0.195,0.243,0.03,4,0,0.98,0
0.202,0.232,0.03,4,0,0.98,0
0.222,0.232,0.03,4,0,0.981,0
0.219,0.232,0.03,4,0,0.98,0
0.239,0.235,0.03,4,0,0.981,0
0.225,0.243,0.03,4,0,0.98,0
0.237,0.238,0.03,4,0,0.98,0
0.235,0.232,0.03,4,0,0.981,0
0.235,0.232,0.03,4,0,0.981,0
0.229,0.251,0.03,4,0,0.981,0
0.238,0.251,0.03,4,0,0.981,0
0.218,0.236,0.03,4,0,0.979,0
0.23,0.239,0.03,4,0,0.981,0
0.217,0.225,0.03,4,0,0.984,0
0.211,0.232,0.03,4,0,0.981,0
0.224,0.252,0.03,4,0,0.982,0
0.226,0.244,0.03,4,0,0.982,0
0.229,0.243,0.03,4,0,0.981,0
0.232,0.236,0.03,4,0,0.98,0
0.239,0.236,0.03,4,0,0.978,0
0.238,0.232,0.03,4,0,0.978,0
0.238,0.232,0.03,4,0,0.978,0
0.233,0.232,0.03,4,0,0.98,0
0.236,0.244,0.03,4,0,0.98,0
0.237,0.232,0.03,4,0,0.98,0
0.238,0.237,0.03,4,0,0.982,0
0.234,0.256,0.03,4,0,0.982,0
0.221,0.248,0.03,4,0,0.978,0
0.218,0.244,0.03,4,0,0.98,0
0.237,0.218,0.03,4,0,0.981,0
0.236,0.218,0.03,4,0,0.98,0
0.248,0.24,0.03,4,0,0.981,0
0.249,0.24,0.03,4,0,0.98,0
0.236,0.232,0.03,4,0,0.98,0
0.231,0.238,0.03,4,0,0.977,0
0.217,0.239,0.03,4,0,0.978,0
0.237,0.244,0.03,4,0,0.98,0
0.254,0.236,0.03,4,0,0.98,0
0.256,0.238,0.03,4,0,0.983,0
0.253,0.236,0.03,4,0,0.981,0
0.241,0.24,0.03,4,0,0.98,0
0.241,0.24,0.03,4,0,0.98,0
0.239,0.24,0.03,4,0,0.981,0
0.24,0.242,0.03,4,0,0.981,0
0.24,0.243,0.03,4,0,0.982,0
0.24,0.239,0.03,4,0,0.982,0
0.257,0.253,0.03,4,0,0.983,0
0.233,0.232,0.03,4,0,0.983,0
0.233,0.232,0.03,4,0,0.983,0
0.235,0.225,0.03,4,0,0.983,0
0.241,0.221,0.03,4,0,0.984,0
0.222,0.258,0.03,4,0,0.978,0
0.218,0.261,0.03,4,0,0.978,0
0.227,0.239,0.03,4,0,0.981,0
0.222,0.233,0.03,4,0,0.98,0
0.216,0.24,0.03,4,0,0.978,0
0.221,0.232,0.03,4,0,0.98,0
0.222,0.232,0.03,4,0,0.98,0
0.228,0.244,0.03,4,0,0.981,0
0.232,0.229,0.03,4,0,0.983,0
0.221,0.233,0.03,4,0,0.98,0
0.229,0.238,0.03,4,0,0.981,0
0.225,0.239,0.03,4,0,0.979,0
0.237,0.229,0.03,4,0,0.98,0
0.242,0.235,0.03,4,0,0.98,0
0.215,0.236,0.03,4,0,0.98,0
0.225,0.25,0.03,4,0,0.982,0
0.222,0.236,0.03,4,0,0.982,0
0.222,0.232,0.03,4,0,0.982,0
0.233,0.236,0.03,4,0,0.982,0
0.24,0.232,0.03,4,0,0.983,0
0.254,0.228,0.03,4,0,0.983,0
0.247,0.228,0.03,4,0,0.983,0
0.232,0.229,0.03,4,0,0.983,0
0.219,0.241,0.03,4,0,0.982,0
0.232,0.247,0.03,4,0,0.982,0
0.249,0.244,0.03,4,0,0.985,0
0.246,0.244,0.03,4,0,0.985,0
0.24,0.233,0.03,4,0,0.985,0
0.253,0.245,0.03,4,0,0.986,0
0.244,0.239,0.03,4,0,0.986,0
0.229,0.226,0.03,4,0,0.982,0
0.216,0.237,0.03,4,0,0.983,0
0.224,0.241,0.03,4,0,0.983,0
0.235,0.247,0.03,4,0,0.983,0
0.229,0.235,0.03,4,0,0.987,0
0.225,0.228,0.03,4,0,0.983,0
0.232,0.239,0.03,4,0,0.984,0
0.234,0.225,0.03,4,0,0.984,0
0.25,0.25,0.03,4,0,0.986,0
0.244,0.239,0.03,4,0,0.981,0
0.246,0.233,0.03,4,0,0.982,0
0.246,0.235,0.03,4,0,0.984,0
0.227,0.229,0.03,4,0,0.983,0
0.234,0.232,0.03,4,0,0.981,0
0.236,0.232,0.03,4,0,0.983,0
0.237,0.25,0.03,4,0,0.984,0
0.234,0.229,0.03,4,0,0.983,0
0.24,0.226,0.03,4,0,0.984,0
0.241,0.232,0.03,4,0,0.983,0
0.242,0.232,0.03,4,0,0.985,0
0.23,0.243,0.03,4,0,0.983,0
0.23,0.243,0.03,4,0,0.983,0
0.226,0.236,0.03,4,0,0.985,0
0.247,0.25,0.03,4,0,0.985,0
0.244,0.25,0.03,4,0,0.984,0
0.231,0.239,0.03,4,0,0.981,0
0.225,0.233,0.03,4,0,0.982,0
0.234,0.228,0.03,4,0,0.985,0
0.236,0.235,0.03,4,0,0.985,0
0.244,0.229,0.03,4,0,0.987,0
0.244,0.229,0.03,4,0,0.983,0
0.24,0.243,0.03,4,0,0.986,0
0.25,0.243,0.03,4,0,0.983,0
0.228,0.238,0.03,4,0,0.983,0
0.229,0.243,0.03,4,0,0.986,0
0.225,0.237,0.03,4,0,0.986,0
0.228,0.233,0.03,4,0,0.982,0
0.224,0.233,0.03,4,0,0.986,0
0.225,0.228,0.03,4,0,0.983,0
0.221,0.228,0.03,4,0,0.983,0
0.229,0.244,0.03,4,0,0.984,0
0.229,0.233,0.03,4,0,0.985,0
0.229,0.248,0.03,4,0,0.983,0
0.231,0.248,0.03,4,0,0.983,0
0.24,0.235,0.03,4,0,0.983,0
0.238,0.232,0.03,4,0,0.98,0
0.244,0.232,0.03,4,0,0.982,0
0.248,0.232,0.03,4,0,0.982,0
0.242,0.232,0.03,4,0,0.982,0
0.247,0.239,0.03,4,0,0.988,0
0.249,0.239,0.03,4,0,0.986,0
0.264,0.243,0.03,4,0,0.985,0
0.223,0.236,0.03,4,0,0.984,0
0.241,0.228,0.03,4,0,0.986,0
0.221,0.236,0.03,4,0,0.985,0
0.242,0.236,0.03,4,0,0.986,0
0.242,0.239,0.03,4,0,0.985,0
0.221,0.248,0.03,4,0,0.986,0
0.215,0.239,0.03,4,0,0.983,0
0.235,0.222,0.03,4,0,0.987,0
0.231,0.225,0.03,4,0,0.986,0
0.228,0.233,0.03,4,0,0.987,0
0.23,0.24,0.03,4,0,0.986,0
0.237,0.232,0.03,4,0,0.985,0
0.224,0.232,0.03,4,0,0.984,0
0.223,0.229,0.03,4,0,0.985,0
0.223,0.235,0.03,4,0,0.984,0
0.253,0.241,0.03,4,0,0.986,0
0.216,0.235,0.03,4,0,0.983,0
0.233,0.225,0.03,4,0,0.985,0
0.234,0.218,0.03,4,0,0.985,0
0.218,0.225,0.03,4,0,0.985,0
0.234,0.232,0.03,4,0,0.986,0
0.232,0.232,0.03,4,0,0.985,0
0.242,0.233,0.03,4,0,0.985,0
0.249,0.233,0.03,4,0,0.984,0
0.228,0.239,0.03,4,0,0.987,0
0.215,0.229,0.03,4,0,0.987,0
0.243,0.241,0.03,4,0,0.985,0
0.222,0.236,0.03,4,0,0.985,0
0.218,0.233,0.03,4,0,0.983,0
0.236,0.236,0.03,4,0,0.988,0
0.248,0.236,0.03,4,0,0.988,0
0.241,0.24,0.03,4,0,0.983,0
0.248,0.24,0.03,4,0,0.986,0
0.237,0.233,0.03,4,0,0.986,0
0.223,0.235,0.03,4,0,0.989,0
0.219,0.235,0.03,4,0,0.99,0
0.228,0.248,0.03,4,0,0.983,0
0.228,0.252,0.03,4,0,0.983,0
0.221,0.235,0.03,4,0,0.986,0
0.238,0.25,0.03,4,0,0.987,0
0.237,0.228,0.03,4,0,0.984,0
0.228,0.23,0.03,4,0,0.983,0
0.221,0.225,0.03,4,0,0.983,0
0.211,0.247,0.03,4,0,0.983,0
0.225,0.236,0.03,4,0,0.983,0
0.222,0.236,0.03,4,0,0.988,0
0.216,0.233,0.03,4,0,0.988,0
0.226,0.247,0.03,4,0,0.984,0
0.229,0.236,0.03,4,0,0.984,0
0.218,0.229,0.03,4,0,0.985,0
0.217,0.229,0.03,4,0,0.986,0
0.231,0.243,0.03,4,0,0.986,0
0.237,0.228,0.03,4,0,0.987,0
0.237,0.236,0.03,4,0,0.982,0
0.253,0.243,0.03,4,0,0.986,0
0.235,0.23,0.03,4,0,0.986,0
0.229,0.228,0.03,4,0,0.983,0
0.24,0.218,0.03,4,0,0.986,0
0.229,0.239,0.03,4,0,0.983,0
0.215,0.231,0.03,4,0,0.983,0
0.254,0.243,0.03,4,0,0.986,0
0.236,0.233,0.03,4,0,0.985,0
0.23,0.236,0.03,4,0,0.985,0
0.222,0.225,0.03,4,0,0.982,0
0.228,0.232,0.03,4,0,0.986,0
0.231,0.235,0.03,4,0,0.986,0
0.229,0.235,0.03,4,0,0.986,0
0.224,0.239,0.03,4,0,0.984,0
0.225,0.236,0.03,4,0,0.984,0
0.218,0.225,0.03,4,0,0.983,0
0.228,0.24,0.03,4,0,0.983,0
0.206,0.24,0.03,4,0,0.983,0
0.218,0.232,0.03,4,0,0.982,0
0.222,0.232,0.03,4,0,0.983,0
0.21,0.236,0.03,4,0,0.984,0
0.215,0.236,0.03,4,0,0.984,0
0.225,0.247,0.03,4,0,0.983,0
0.211,0.251,0.03,4,0,0.985,0
0.224,0.236,0.03,4,0,0.984,0
0.212,0.229,0.03,4,0,0.987,0
0.226,0.229,0.03,4,0,0.986,0
0.214,0.232,0.03,4,0,0.984,0
0.214,0.232,0.03,4,0,0.983,0
0.228,0.244,0.03,4,0,0.984,0
0.222,0.236,0.03,4,0,0.983,0
0.228,0.239,0.03,4,0,0.987,0
0.222,0.239,0.03,4,0,0.985,0
0.229,0.242,0.03,4,0,0.983,0
0.231,0.242,0.03,4,0,0.984,0
0.222,0.229,0.03,4,0,0.984,0
0.236,0.225,0.03,4,0,0.984,0
0.224,0.24,0.03,4,0,0.984,0
0.238,0.218,0.03,4,0,0.986,0
0.236,0.229,0.03,4,0,0.984,0
0.245,0.228,0.03,4,0,0.987,0
0.234,0.225,0.03,4,0,0.985,0
0.227,0.225,0.03,4,0,0.982,0
0.228,0.243,0.03,4,0,0.984,0
0.231,0.225,0.03,4,0,0.986,0
0.235,0.236,0.03,4,0,0.985,0
0.206,0.232,0.03,4,0,0.984,0
0.225,0.235,0.03,4,0,0.983,0
0.231,0.232,0.03,4,0,0.983,0
0.225,0.232,0.03,4,0,0.984,0
0.225,0.233,0.03,4,0,0.984,0
0.218,0.225,0.03,4,0,0.985,0
0.234,0.24,0.03,4,0,0.987,0
0.222,0.244,0.03,4,0,0.984,0
0.212,0.247,0.03,4,0,0.983,0
0.206,0.239,0.03,4,0,0.983,0
0.198,0.244,0.03,4,0,0.981,0
0.211,0.247,0.03,4,0,0.982,0
0.201,0.233,0.03,4,0,0.982,0
0.209,0.243,0.03,4,0,0.986,0
0.198,0.254,0.03,4,0,0.983,0
0.213,0.236,0.03,4,0,0.982,0
0.232,0.232,0.03,4,0,0.984,0
0.22,0.239,0.03,4,0,0.982,0
0.206,0.239,0.03,4,0,0.982,0
0.209,0.218,0.03,4,0,0.982,0
0.207,0.228,0.03,4,0,0.982,0
0.206,0.232,0.03,4,0,0.984,0
0.209,0.225,0.03,4,0,0.986,0
0.221,0.228,0.03,4,0,0.981,0
0.211,0.236,0.03,4,0,0.981,0
0.215,0.233,0.03,4,0,0.982,0
0.2,0.244,0.03,4,0,0.983,0
0.198,0.244,0.03,4,0,0.982,0
0.198,0.243,0.03,4,0,0.984,0
0.191,0.247,0.03,4,0,0.984,0
0.218,0.236,0.03,4,0,0.982,0
0.211,0.228,0.03,4,0,0.982,0
0.198,0.225,0.03,4,0,0.983,0
0.203,0.239,0.03,4,0,0.981,0
0.205,0.236,0.03,4,0,0.981,0
0.207,0.236,0.03,4,0,0.984,0
0.207,0.236,0.03,4,0,0.979,0
0.227,0.228,0.03,4,0,0.983,0
0.228,0.24,0.03,4,0,0.981,0
0.208,0.236,0.03,4,0,0.987,0
0.215,0.235,0.03,4,0,0.984,0
0.24,0.251,0.03,4,0,0.985,0
0.245,0.24,0.03,4,0,0.986,0
0.248,0.23,0.03,4,0,0.985,0
0.225,0.236,0.03,4,0,0.983,0
0.218,0.244,0.03,4,0,0.982,0
0.249,0.225,0.03,4,0,0.988,0
0.231,0.232,0.03,4,0,0.987,0
0.236,0.221,0.03,4,0,0.984,0
0.24,0.233,0.03,4,0,0.987,0
0.23,0.24,0.03,4,0,0.986,0
0.237,0.24,0.03,4,0,0.983,0
0.241,0.242,0.03,4,0,0.983,0
0.22,0.248,0.03,4,0,0.983,0
0.222,0.236,0.03,4,0,0.983,0
0.225,0.222,0.03,4,0,0.981,0
0.228,0.228,0.03,4,0,0.981,0
0.232,0.225,0.03,4,0,0.984,0
0.217,0.232,0.03,4,0,0.983,0
0.232,0.221,0.03,4,0,0.985,0
0.241,0.221,0.03,4,0,0.985,0
0.229,0.239,0.03,4,0,0.982,0
0.218,0.228,0.03,4,0,0.982,0
0.218,0.225,0.03,4,0,0.983,0
0.225,0.248,0.03,4,0,0.984,0
0.228,0.236,0.03,4,0,0.984,0
0.227,0.25,0.03,4,0,0.987,0
0.233,0.246,0.03,4,0,0.987,0
0.206,0.228,0.03,4,0,0.984,0
0.222,0.228,0.03,4,0,0.985,0
0.209,0.236,0.03,4,0,0.984,0
0.225,0.244,0.03,4,0,0.986,0
0.226,0.244,0.03,4,0,0.986,0
0.228,0.221,0.03,4,0,0.983,0
0.24,0.225,0.03,4,0,0.984,0
0.223,0.233,0.03,4,0,0.979,0
0.209,0.229,0.03,4,0,0.981,0
0.22,0.228,0.03,4,0,0.984,0
0.219,0.239,0.03,4,0,0.982,0
0.224,0.239,0.03,4,0,0.982,0
0.223,0.242,0.03,4,0,0.983,0
0.202,0.248,0.03,4,0,0.983,0
0.218,0.244,0.03,4,0,0.983,0
0.221,0.252,0.03,4,0,0.984,0
0.218,0.236,0.03,4,0,0.983,0
0.228,0.24,0.03,4,0,0.986,0
0.215,0.232,0.03,4,0,0.984,0
0.218,0.235,0.03,4,0,0.983,0
0.224,0.235,0.03,4,0,0.983,0
0.232,0.251,0.03,4,0,0.984,0
0.224,0.244,0.03,4,0,0.984,0
0.222,0.236,0.03,4,0,0.987,0
0.228,0.233,0.03,4,0,0.984,0
0.226,0.229,0.03,4,0,0.983,0
0.211,0.239,0.03,4,0,0.984,0
0.216,0.228,0.03,4,0,0.985,0
0.217,0.228,0.03,4,0,0.983,0
0.197,0.218,0.03,4,0,0.984,0
0.211,0.232,0.03,4,0,0.984,0
0.221,0.228,0.03,4,0,0.984,0
0.219,0.232,0.03,4,0,0.984,0
0.219,0.232,0.03,4,0,0.984,0
0.227,0.221,0.03,4,0,0.983,0
0.215,0.221,0.03,4,0,0.983,0
0.218,0.236,0.03,4,0,0.986,0
0.231,0.236,0.03,4,0,0.985,0
0.218,0.253,0.03,4,0,0.984,0
0.244,0.233,0.03,4,0,0.988,0
0.232,0.236,0.03,4,0,0.987,0
0.209,0.236,0.03,4,0,0.986,0
0.208,0.244,0.03,4,0,0.983,0
0.222,0.229,0.03,4,0,0.983,0
0.214,0.225,0.03,4,0,0.983,0
0.222,0.24,0.03,4,0,0.983,0
0.227,0.243,0.03,4,0,0.988,0
0.218,0.247,0.03,4,0,0.987,0
0.228,0.232,0.03,4,0,0.982,0
0.218,0.228,0.03,4,0,0.983,0
0.23,0.218,0.03,4,0,0.982,0
0.218,0.232,0.03,4,0,0.982,0
0.204,0.254,0.03,4,0,0.983,0
0.229,0.239,0.03,4,0,0.984,0
0.232,0.236,0.03,4,0,0.983,0
0.23,0.244,0.03,4,0,0.984,0
0.215,0.244,0.03,4,0,0.984,0
0.221,0.225,0.03,4,0,0.983,0
0.231,0.225,0.03,4,0,0.982,0
0.222,0.242,0.03,4,0,0.984,0
0.215,0.236,0.03,4,0,0.984,0
0.215,0.228,0.03,4,0,0.985,0
0.222,0.236,0.03,4,0,0.985,0
0.225,0.231,0.03,4,0,0.984,0
0.214,0.25,0.03,4,0,0.984,0
0.209,0.239,0.03,4,0,0.985,0
0.218,0.228,0.03,4,0,0.986,0
0.218,0.239,0.03,4,0,0.984,0
0.212,0.247,0.03,4,0,0.983,0
0.233,0.238,0.03,4,0,0.983,0
0.231,0.226,0.03,4,0,0.984,0
0.205,0.243,0.03,4,0,0.984,0
0.208,0.228,0.03,4,0,0.985,0
0.215,0.248,0.03,4,0,0.986,0
0.211,0.252,0.03,4,0,0.986,0
0.218,0.236,0.03,4,0,0.983,0
0.225,0.236,0.03,4,0,0.984,0
0.212,0.236,0.03,4,0,0.986,0
0.212,0.235,0.03,4,0,0.981,0
0.208,0.235,0.03,4,0,0.98,0
0.221,0.228,0.03,4,0,0.985,0
0.234,0.228,0.03,4,0,0.987,0
0.225,0.214,0.03,4,0,0.987,0
0.221,0.222,0.03,4,0,0.984,0
0.221,0.246,0.03,4,0,0.981,0
0.226,0.25,0.03,4,0,0.98,0
0.234,0.24,0.03,4,0,0.986,0
0.221,0.232,0.03,4,0,0.986,0
0.214,0.221,0.03,4,0,0.983,0
0.204,0.236,0.03,4,0,0.984,0
0.22,0.228,0.03,4,0,0.984,0
0.231,0.24,0.03,4,0,0.987,0
0.235,0.238,0.03,4,0,0.987,0
0.221,0.228,0.03,4,0,0.985,0
0.225,0.228,0.03,4,0,0.987,0
0.221,0.231,0.03,4,0,0.984,0
0.228,0.23,0.03,4,0,0.985,0
0.215,0.228,0.03,4,0,0.985,0
0.234,0.239,0.03,4,0,0.981,0
0.218,0.236,0.03,4,0,0.984,0
0.219,0.236,0.03,4,0,0.986,0
0.228,0.243,0.03,4,0,0.983,0
0.219,0.225,0.03,4,0,0.982,0
0.212,0.23,0.03,4,0,0.981,0
0.215,0.233,0.03,4,0,0.983,0
0.229,0.233,0.03,4,0,0.986,0
0.235,0.244,0.03,4,0,0.986,0
0.219,0.222,0.03,4,0,0.983,0
0.23,0.222,0.03,4,0,0.983,0
0.231,0.24,0.03,4,0,0.983,0
0.222,0.24,0.03,4,0,0.986,0
0.232,0.239,0.03,4,0,0.983,0
0.222,0.237,0.03,4,0,0.984,0
0.218,0.237,0.03,4,0,0.987,0
0.231,0.243,0.03,4,0,0.984,0
0.235,0.243,0.03,4,0,0.983,0
0.227,0.232,0.03,4,0,0.986,0
0.235,0.239,0.03,4,0,0.986,0
0.21,0.229,0.03,4,0,0.984,0
0.222,0.233,0.03,4,0,0.984,0
0.229,0.24,0.03,4,0,0.985,0
0.222,0.247,0.03,4,0,0.985,0
0.225,0.253,0.03,4,0,0.983,0
0.218,0.25,0.03,4,0,0.984,0
0.221,0.229,0.03,4,0,0.986,0
0.211,0.236,0.03,4,0,0.986,0
